STT	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	TempImg	PhysicalDamageBase
116	T¶ Sø 	3	6	555				198				enemy089	0	0	0	0	0	30	35																																												400		700																						100		36		0
117	Hå ®¶o Tóy Tiªn	3	6	555				199				enemy090	0	0	0	0	0	16	19																																												400		700																						100		36		0
118	Ngò §éc gi¸o chñ 	3	6	555				200				enemy091	0	0	0	0	0	30	31																																												400		700																						100		36		0
119	Kim Xµ H­¬ng Chñ 	3	6	555				201				enemy080	0	0	0	0	0	31	31																																												400		700																						100		36		0
120	XÝch YÕt  H­¬ng Chñ 	3	6	555				202				enemy093	0	0	0	0	0	31	35																																												400		700																						100		36		0
121	MÆc Thï H­¬ng Chñ 	3	6	555				203				enemy094	0	0	0	0	0	30	30																																												400		700																						100		36		0
122	Ng©n ThiÒm H­¬ng Chñ 	3	6	555				204				enemy095	0	0	0	0	0	24	30																																												400		700																						100		36		0
123	Thanh Ng« H­¬ng Chñ 	3	6	555				205				enemy096	0	0	0	0	0	31	30																																												400		700																						100		36		0
124	§éc Tiªn Tö 	3	6	555				206				enemy097	0	0	0	0	0	28	24																																												400		700																						100		36		0
125	Thóy Yªn Ch­ëng m«n	3	6	555				207				enemy098	0	0	0	0	0	28	30																																												400		700																						100		36		0
126	H¶i §­êngSø Gi¶ 	3	6	555				208				enemy099	0	0	0	0	0	19	24																																												400		700																						100		36		0
127	Thñy Tiªn Sø Gi¶ 	3	6	555				209				enemy100	0	0	0	0	0	24	29																																												400		700																						100		36		0
128	T­êng Vi Sø Gi¶ 	3	6	555				210				enemy101	0	0	0	0	0	30	30																																												400		700																						100		36		0
129	Lª Hoa Sø Gi¶ 	3	6	555				211				enemy102	0	0	0	0	0	19	28																																												400		700																						100		36		0
130	Thiªn NhÉn gi¸o chñ 	3	6	555				212				enemy103	0	0	0	0	0	30	30																																												400		700																						100		36		0
131	T¶ Hé ph¸p 	3	6	555				213				enemy104	0	0	0	0	0	30	31																																												400		700																						100		36		0
132	H÷u Hé ph¸p 	3	6	555				214				enemy105	0	0	0	0	0	30	36					247	1	247	1	247	1	247	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100						18	18	400	100	400	1	0	100	0	0	0	100	0								100	100	100	100	100	1	100		36		0
133	Phong §­êng §­êng chñ 	3	6	555				215				enemy106	0	0	0	0	0	29	30																																												400		700																						100		36		0
134	Háac§­êng §­êng chñ 	3	6	555				216				enemy107	0	0	0	0	0	32	32																																												400		700																						100		36		0
135	L«i §­êng §­êng chñ 	3	6	555				217				enemy108	0	0	0	0	0	28	34																																												400		700																						100		36		0
136	NhËt, NguyÖt §µn chñ 	3	6	555				218				enemy109	0	0	0	0	0	28	28																																												400		700																						100		36		0
137	Tinh §µn chñ 	3	6	555				219				enemy110	0	0	0	0	0	30	40																																												400		700																						100		36		0
138	§éc C« KiÕm	3	6	555				220				enemy111	0	0	0	0	0	22	30																																												400		700																						100		36		0
139	Tr­¬ng L©m T©m	3	6	555				221				enemy112	0	0	0	0	0	36	33																																												400		700																						100		36		0
140	Kho¸i Thèi	0	5	555	2			230				enemy121	0	0	0	0	0	30	40	30	10	15	13	53	1	238	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	30	80	70	60	0	0	0	20						60	75	75	90	75	1080	100		36		0
141	T©y Nam s¬n  tÆc ®Çu lÜnh	0	5	555	2			231				enemy122	0	0	0	0	0	35	35	27	12	18	12	101	1	240	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				5	5	18	18	400	50	700	2	50	40	60	40	60	0	0	10	0						75	75	90	75	60	1080	100		36		0
142	Giang Nam s¬n  tÆc ®Çu lÜnh	0	5	555	2			232				enemy123	0	0	0	0	0	30	30	30	12	16	12	53	1	240	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	30	80	70	60	0	0	0	20						90	75	60	75	75	1080	100		36		0
143	§«ng B¾c s¬n  tÆc ®Çu lÜnh	0	5	555	2			233				enemy124	0	0	0	0	0	30	30	36	9	18	13	101	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	50	40	60	40	60	0	0	0	10						75	60	75	75	90	1080	100		36		0
144	Hoa B¾c s¬n  tÆc ®Çu lÜnh	0	5	555	2			234				enemy125	0	0	0	0	0	30	30	33	12	18	13	101	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				8	8	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0						75	90	75	60	75	1080	100		36		0
145	Nam bé s¬n  tÆc ®Çu lÜnh	0	5	555	2			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	101	1	241	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				5	5	18	18	400	50	700	2	60	40	60	40	60	0	0	10	0						60	75	75	90	75	1080	100		36		0
146	§o¹t MÖnh Liªm	0	5	555	2			236				enemy127	0	0	0	0	0	36	36	42	13	18	14	101	1	239	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	60	40	60	40	60	0	0	0	10						75	75	90	75	60	1080	100		36		0
147	§ao kh¸ch	0	5	555	2			237				enemy128	0	0	0	0	0	35	36	32	12	14	13	101	1	235	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0						90	75	60	75	75	1080	100		36		0
148	B¸o ®èm	0	5	555	2			238				enemy129	0	0	0	0	0	36	40	31	11	18	13	101	1	235	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	50	40	60	40	60	0	0	10	0						75	60	75	75	90	1080	100		36		0
149	Tr­êng Th­¬ng	0	5	555	2			239				enemy130	0	0	0	0	0	27	30	33	12	15	13	53	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						75	90	75	60	75	1080	100		36		0
150	Thanh Mi	0	5	555	2			240				enemy131	0	0	0	0	0	35	35	24	10	18	14	53	1	53	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						60	75	75	90	75	1080	100		36		0
151	M·ng H¸n	0	5	555	2			241				enemy132	0	0	0	0	0	35	33	28	11	16	14	101	1	234	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	50	20	60	40	60	0	0	10	0						75	75	90	75	60	1080	100		36		0
152	T©y Nam s¬n  tÆc 2	0	5	555	2			242				enemy133	0	0	0	0	0	30	29	38	10	19	14	53	1	234	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	40	40	80	80	50	0	0	0	10						90	75	60	75	75	1080	100		36		0
153	Giang Nam s¬n  tÆc 1	0	5	555	2			243				enemy134	0	0	0	0	0	25	35	33	10	14	13	101	1	237	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	40	20	60	40	60	0	0	0	10						75	60	75	75	90	1080	100		36		0
154	L­u L­¬ng	0	5	555	2			244				enemy135	0	0	0	0	0	36	36	38	11	18	14	53	1	237	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	40	60	80	60	0	0	0	20						75	90	75	60	75	1080	100		36		0
155	H¾c C©n	0	5	555	2			245				enemy136	0	0	0	0	0	40	39	33	12	24	15	53	1	236	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				5	5	18	18	400	50	700	3	40	30	80	70	50	0	0	0	20						60	75	75	90	75	1080	100		36		0
156	¶nh C«n	0	5	555	2			246				enemy137	0	0	0	0	0	36	39	32	10	19	14	101	1	236	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	50	30	60	40	60	0	0	10	0						75	75	90	75	60	1080	100		36		0
157	§«ng B¾c s¬n  tÆc 1	0	5	555	2			247				enemy138	0	0	0	0	0	33	39	28	11	18	14	53	1	242	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	40	30	60	80	60	0	0	20	0						90	75	60	75	75	1080	100		36		0
158	§«ng B¾c s¬n  tÆc 2	0	5	555	2			248				enemy139	0	0	0	0	0	20	34	30	10	15	28	53	1	242	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	30	80	70	60	20	0	0	20						75	60	75	75	90	1080	100		36		0
159	Hoa B¾c s¬n  tÆc 1	0	5	555	2			249				enemy140	0	0	0	0	0	28	30	22	10	18	14	101	1	238	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	40	20	60	40	50	0	0	20	0						75	90	75	60	75	1080	100		36		0
160	Hoa B¾c s¬n  tÆc 2	0	5	555	2			250				enemy141	0	0	0	0	0	34	36	21	12	19	16	53	1	238	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	90	40	30	0	0	20	0	0	0						60	75	75	90	75	1080	100		36		0
161	ThiÕt Tr¶o	0	5	555	2			251				enemy142	0	0	0	0	0	34	35	30	11	16	14	101	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	40	30	60	40	60	0	0	20	0						75	75	90	75	60	1080	100		36		0
162	§o¶n KÝch	0	5	555	2			252				enemy143	0	0	0	0	0	36	48	28	11	19	14	53	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	30	40	60	80	60	0	0	0	20						90	75	60	75	75	1080	100		36		0
163	s¬n  tÆc 01	0	5	555	2			253				enemy144	0	0	0	0	0	18	45	40	9	21	14	53	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	90	40	70	40	60	0	0	0	30						75	60	75	75	90	1080	100		36		0
164	s¬n  tÆc 02	0	5	555	2			254				enemy145	0	0	0	0	0	36	40	38	10	20	14	53	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	70	30	60	80	60	0	0	30	0						75	90	75	60	75	1080	100		36		0
165	s¬n  tÆc 03	0	5	555	2			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	53	1	233	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	90	50	20	0	0	20	0	0	0						60	75	75	90	75	1080	100		36		0
166	s¬n  tÆc 04	0	5	555	2			256				enemy147	0	0	0	0	0	36	45	32	12	21	15	53	1	242	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	30	80	70	60	0	0	0	20						75	75	90	75	60	1080	100		36		0
167	s¬n  tÆc 05	0	5	555	2			257				enemy148	0	0	0	0	0	36	40	31	11	19	14	53	1	242	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	80	40	30	0	0	0	20	0	0						90	75	60	75	75	1080	100		36		0
168	s¬n  tÆc 06	0	5	555	2			258				enemy149	0	0	0	0	0	36	36	27	11	19	15	101	1	242	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	30	30	60	40	60	0	0	10	0						75	60	75	75	90	1080	100		36		0
169	s¬n  tÆc 07	0	5	555	2			259				enemy150	0	0	0	0	0	24	36	16	10	18	15	53	1	242	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	30	80	70	60	0	0	0	20						75	90	75	60	75	1080	100		36		0
170	Thóy Yªn m«n Xu©n H­¬ng bµ bµ 	3	6	555								enemy151	0	0	0	0	0	33	25					53	1																																						400		700																						100		36		0
171	§Ö tö Thóy Yªn m«n	3	6	555								enemy152	0	0	0	0	0	30	33					53	1																																						400		700																						100		36		0
172	Thóy Yªn m«n CÊm ®Þa l·o nh©n	3	6	555								enemy153	0	0	0	0	0	40	89					53	1																																						400		700																						100		36		0
173	Cao nh©n	3	6	555								enemy154	0	0	0	0	0	17	33					53	1																																						400		700																						100		36		0
174	§Ö tö C¸i Bang	3	6	555								enemy155	0	0	0	0	0	17	38					53	1																																						400		700																						100		36		0
175	C¸i Bang TriÖu §µ chñ 	3	6	555								enemy156	0	0	0	0	0	17	42					53	1																																						400		700																						100		36		0
176	Qu¸i nh©n	0	5	555				260				enemy157	0	0	0	0	0	19	27	24	10	18	6	53	1	41	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	30	80	70	60	0	0	0	20						75	75	75	75	75	1080	100		36		0
177	§Ö §­êng M«n	3	6	555								enemy158	0	0	0	0	0	24	49					433	1	433	1	433	1	433	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100						18	18	400	100	400	1	0	100	0	0	0	100	0								100	100	100	100	100	1	100		36		0
178	C¶nh Tö Kú 	3	6	555								enemy159	0	0	0	0	0	32	32					53	1																																						400		700																						100		36		0
179	§­êng Nguyªn 	3	6	555								enemy160	0	0	0	0	0	24	49					53	1																																						400		700																						100		36		0
180	CËu cña §­êng Nguyªn 	3	6	555								enemy161	0	0	0	0	0	15	43					53	1																																						400		700																						100		36		0
181	§Ö tö Thiªn NhÉn  1	3	6	555								enemy162	0	0	0	0	0	32	30					53	1																																						400		700																						100		36		0
182	§Ö tö Thiªn NhÉn  2	3	6	555								enemy163	0	0	0	0	0	16	16					53	1																																						400		700																						100		36		0
183	§Ö tö Thiªn V­¬ng  1	3	6	555								enemy164	0	0	0	0	0	30	35					53	1																																						400		700																						100		36		0
184	§Ö tö Thiªn V­¬ng  2	3	6	555								enemy165	0	0	0	0	0	60	37					53	1																																						400		700																						100		36		0
185	§Ö tö Thiªn V­¬ng  3	3	6	555								enemy166	0	0	0	0	0	30	35					53	1																																						400		700																						100		36		0
186	§Ö tö Ngò §éc	3	6	555								enemy167	0	0	0	0	0	20	23					53	1																																						400		700																						100		36		0
187	Vâ §ang_ NhuËn N­¬ng	3	6	555								enemy168	0	0	0	0	0	22	32					53	1																																						400		700																						100		36		0
188	§Ö tö Vâ §ang	3	6	555								enemy169	0	0	0	0	0	42	42					53	1																																						400		700																						100		36		0
189	§Ö tö ThiÕu l©m	3	6	555								enemy170	0	0	0	0	0	27	32					53	1																																						400		700																						100		36		0
190	Méc nh©n	0	5	555	1			261				enemy171	0	0	0	0	0	36	36	35	11	15	12	30	1	53	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	70	40	20	0	0	0	10	0	0						85	85	85	85	85	1080	100		36		0
191	§ång Nh©n 	0	5	555	1			262				enemy172	0	0	0	0	0	28	28	35	12	19	14	238	1	53	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	20	30	80	50	70	0	0	0	10						95	95	95	95	95	1080	100		36		0
192	N÷ ThÝch Kh¸ch 	0	5	555	1			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	101	1	53	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	2	90	30	60	50	50	0	0	10	0						75	75	75	75	75	1080	100		36		0
193	Ni C« Thanh Hßa	3	6	555	1			264				enemy174	0	0	0	0	0	24	24	26	12	22	12	85	1	36	1	53	1	53	1		\script\npclevelscript\standard.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	3	60	30	80	70	60	0	0	0	20						75	75	75	75	75	1080	100		36		0
194	Ninh T©m s­ th¸i	3	6	555								enemy175	0	0	0	0	0	19	24																																												400		700																						100		36		0
195	Chñ kh¸ch c¬ 	3	6	555								passerby001	0	0	0	0	0	45	28																																												400		700																						100		36		0
196	Kh¸ch c¬ tiÓu nhÞ Gi¸p	3	6	555								passerby002	0	0	0	0	0	30	38																																												400		700																						100		36		0
197	Thî rÌn 1 	3	6	555								passerby004_1	0	0	0	0	0	26	24																																												400		700																						100		36		0
198	Thî rÌn 2 	3	6	555								passerby004_2	0	0	0	0	0	26	24																																												400		700																						100		36		0
199	Thî rÌn 3 	3	6	555								passerby004_3	0	0	0	0	0	26	24																																												400		700																						100		36		0
200	Häc trß thî rÌn Êt 1 	3	6	555								passerby006_1	0	0	0	0	0	22	20																																												400		700																						100		36		0
201	Häc trß thî rÌn Êt 2 	3	6	555								passerby006_2	0	0	0	0	0	22	20																																												400		700																						100		36		0
202	Häc trß thî rÌn Êt 3 	3	6	555								passerby006_3	0	0	0	0	0	22	20																																												400		700																						100		36		0
203	Chñ d­îc ®iÕm	3	6	555								passerby007	0	0	0	0	0	28	30																																												400		700																						100		36		0
204	C« g¸i h¸i thuèc 	3	6	555								passerby008	0	0	0	0	0	24	38																																												400		700																						100		36		0
205	Chñ tiÖm vËt nu«i 	3	6	555								passerby010	0	0	0	0	0	24	34																																												400		700																						100		36		0
206	Bµ chñ vËt nu«i 1 	3	6	555								passerby011_1	0	0	0	0	0	22	44																																												400		700																						100		36		0
207	Bµ chñ vËt nu«i 2 	3	6	555								passerby011_2	0	0	0	0	0	22	44																																												400		700																						100		36		0
208	Bµ chñ vËt nu«i 3 	3	6	555								passerby011_3	0	0	0	0	0	22	44																																												400		700																						100		36		0
209	Chñ sßng b¹c	3	6	555								passerby013	0	0	0	0	0	26	26																																												400		700																						100		36		0
210	B¶o kª Gi¸p 	3	6	555								passerby014	0	0	0	0	0	30	28																																												400		700																						100		36		0
211	B¶o kª Êt 	3	6	555								passerby015	0	0	0	0	0	30	28																																												400		700																						100		36		0
212	Chñ töu ®iÕm Gi¸p 	3	6	555								passerby018	0	0	0	0	0	26	32																																												400		700																						100		36		0
213	Chñ töu ®iÕm Êt 	3	6	555								passerby019	0	0	0	0	0	26	27																																												400		700																						100		36		0
214	Töu b¶o Gi¸p 	3	6	555								passerby020	0	0	0	0	0	32	40																																												400		700																						100		36		0
215	Chñ t¹p hãa Êt 	3	6	555								passerby023	0	0	0	0	0	34	36																																												400		700																						100		36		0
216	Chñ t¹p hãa BÝnh 	3	6	555								passerby024	0	0	0	0	0	26	40																																												400		700																						100		36		0
